"","x"
"TCGA-CM-6163",1.97368421052632
"TCGA-D7-6522",0.473684210526316
"TCGA-NH-A8F8",2.21052631578947
"TCGA-AA-3854",2.84210526315789
"TCGA-BR-6801",0.868421052631579
"TCGA-BR-6458",6.15789473684211
"TCGA-CM-6168",4.57894736842105
"TCGA-B7-A5TN",1.63157894736842
"TCGA-AY-6386",2.18421052631579
"TCGA-EI-6881",2.13157894736842
"TCGA-CG-4466",3.97368421052632
"TCGA-CK-5912",1.26315789473684
"TCGA-CI-6622",1.94736842105263
"TCGA-CA-6719",2.44736842105263
"TCGA-AG-A020",1.78947368421053
"TCGA-VQ-A8PP",33.9736842105263
"TCGA-AG-A01L",1.34210526315789
"TCGA-DM-A1D0",2.28947368421053
"TCGA-AG-A01W",2.89473684210526
"TCGA-AZ-5407",2
"TCGA-AA-3984",214.736842105263
"TCGA-CG-4438",2.94736842105263
"TCGA-CG-4449",1.94736842105263
"TCGA-HU-A4H3",21.5789473684211
"TCGA-BR-7716",3.23684210526316
"TCGA-AF-2690",1.52631578947368
"TCGA-AA-3538",0.368421052631579
"TCGA-FP-7829",4.97368421052632
"TCGA-RD-A8MW",1.47368421052632
"TCGA-D5-5540",2.15789473684211
"TCGA-AA-3549",0.368421052631579
"TCGA-IN-A7NU",1.86842105263158
"TCGA-CG-5725",2.34210526315789
"TCGA-VQ-A8PB",18.8684210526316
"TCGA-AA-3520",0.394736842105263
"TCGA-DM-A1DB",1.23684210526316
"TCGA-AA-3696",1.68421052631579
"TCGA-AA-A024",1.55263157894737
"TCGA-5M-AATA",1.42105263157895
"TCGA-DC-5869",1.36842105263158
"TCGA-D5-6927",16
"TCGA-HU-A4H8",26.8947368421053
"TCGA-RD-A8N0",0.0526315789473684
"TCGA-D7-6527",4.47368421052632
"TCGA-CK-4950",3.71052631578947
"TCGA-AA-A01S",1.15789473684211
"TCGA-BR-8371",0.368421052631579
"TCGA-HU-A4H6",2
"TCGA-AA-3866",2.23684210526316
"TCGA-D7-A4YU",4.63157894736842
"TCGA-G4-6298",1.57894736842105
"TCGA-IN-8663",3.26315789473684
"TCGA-D7-6822",5.28947368421053
"TCGA-AG-3584",0.394736842105263
"TCGA-CD-8532",0.684210526315789
"TCGA-CG-5721",92.9210526315789
"TCGA-AD-6890",2.26315789473684
"TCGA-CD-A4MH",1.55263157894737
"TCGA-G4-6293",2.42105263157895
"TCGA-AA-3693",3.02631578947368
"TCGA-CM-5349",2
"TCGA-AA-3519",0.447368421052632
"TCGA-BR-8080",3.28947368421053
"TCGA-D7-6815",2.42105263157895
"TCGA-AA-3872",1.47368421052632
"TCGA-A6-A565",7.39473684210526
"TCGA-CG-4477",2.94736842105263
"TCGA-CG-4436",3.23684210526316
"TCGA-A6-2674",3.94736842105263
"TCGA-CG-4306",26
"TCGA-RU-A8FL",2.68421052631579
"TCGA-AF-3911",1.78947368421053
"TCGA-EI-7002",3.39473684210526
"TCGA-AG-3894",1.89473684210526
"TCGA-AA-A03F",2.73684210526316
"TCGA-G4-6299",3.36842105263158
"TCGA-VQ-A94U",3.15789473684211
"TCGA-HU-A4GP",3.71052631578947
"TCGA-AD-6965",2.42105263157895
"TCGA-AZ-4615",24.0789473684211
"TCGA-CM-6675",1.55263157894737
"TCGA-EI-6514",2.52631578947368
"TCGA-CM-5860",2.13157894736842
"TCGA-BR-A4J5",1.65789473684211
"TCGA-CM-5348",3.60526315789474
"TCGA-CG-5732",0.947368421052632
"TCGA-EQ-A4SO",3.89473684210526
"TCGA-AA-3941",2.47368421052632
"TCGA-BR-8683",2.92105263157895
"TCGA-D5-6924",2.89473684210526
"TCGA-VQ-A8PO",19.8947368421053
"TCGA-AZ-4315",144.657894736842
"TCGA-D7-6524",1.60526315789474
"TCGA-AG-3882",1.63157894736842
"TCGA-AG-A00H",1.55263157894737
"TCGA-D7-8575",1.05263157894737
"TCGA-AA-3852",2.89473684210526
"TCGA-NH-A6GA",1.71052631578947
"TCGA-G4-6625",2.26315789473684
"TCGA-HU-A4GH",16.6052631578947
"TCGA-BR-8285",2.05263157894737
"TCGA-BR-A4J1",1.26315789473684
"TCGA-CD-8525",1.55263157894737
"TCGA-NH-A50V",3.13157894736842
"TCGA-AA-3548",0.368421052631579
"TCGA-RD-A7BT",4.89473684210526
"TCGA-BR-8360",20.0789473684211
"TCGA-G5-6233",3.57894736842105
"TCGA-CI-6624",5.76315789473684
"TCGA-D7-A748",0.763157894736842
"TCGA-RD-A7BW",1.13157894736842
"TCGA-CA-5796",1.31578947368421
"TCGA-CK-5914",2.92105263157895
"TCGA-AY-A54L",3.02631578947368
"TCGA-AA-A02Y",2.5
"TCGA-CG-4474",1.84210526315789
"TCGA-G4-6321",1.36842105263158
"TCGA-VQ-A91U",2.86842105263158
"TCGA-BR-4257",24.7105263157895
"TCGA-R5-A805",2.60526315789474
"TCGA-A6-6653",25.7105263157895
"TCGA-HU-A4GD",1.65789473684211
"TCGA-A6-2677",5.18421052631579
"TCGA-AA-A02J",2.52631578947368
"TCGA-VQ-A91Z",3.05263157894737
"TCGA-SW-A7EB",2.84210526315789
"TCGA-CG-4443",1.89473684210526
"TCGA-AA-3869",1.47368421052632
"TCGA-BR-8686",2.07894736842105
"TCGA-VQ-AA69",1.31578947368421
